forme	lemme	catégorie
devant	devant	PREP
elle	elle	PPER3S
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
levant	lever	VPARPRES
la	le	DETDFS
tête	tête	NCFS
vers	vers	NCMIN
Maxime	maxime	NCFS
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
regards	regard	NCMP
déshabillaient	déshabiller	VINDI3P
tranquillement	tranquillement	ADV
les	le	DETDPIG
femmes	femme	NCFP
étalées	étaler	VPARPFP
dans	dans	PREP
les	le	DETDPIG
coupés	coupé	ADJMP
et	et	COO
dans	dans	PREP
les	le	DETDPIG
landaus	landau	NCMP
voisins	voisin	ADJMP
:	:	PCTFORTE
Vrai	vrai	ADJMS
,	,	PCTFAIB
demanda	demander	VINDPS3S
-t	t	NCFS
-elle	elle	PPER3S
,	,	PCTFAIB
est-ce que	est-ce que	ADV
tu	tu	PPER2S
la	le	PPER3S
trouves	trouver	VINDP2S
jolie	joli	ADJFS
,	,	PCTFAIB
cette	ce	DETDEM
Laure	laure	NCSIG
d'	de	PREP
Aurigny	Aurigny	NPI
?	?	PCTFORTE
Vous	vous	PPER2P
en	en	PPER3S
faisiez	faire	VINDI2P
un	un	PIMS
éloge	éloge	NCMS
,	,	PCTFAIB
l'	le	DETDMS
autre	autre	ADJSIG
jour	jour	NCMS
,	,	PCTFAIB
lorsqu'	lorsque	SUB
on	on	PPER3S
a	avoir	VINDP3S
annoncé	annoncer	VPARPMS
la	le	DETDFS
ventede	ventede	NCI
ses	son	DETPOSS
diamants	diamant	NCMP
!	!	PCTFORTE
À	à	PREP
propos	propos	NCMIN
,	,	PCTFAIB
tu	tu	PPER2S
n'	ne	ADV
as	avoir	VINDP2S
pas	pas	ADV
vu	voir	VPARPMS
la	le	DETDFS
rivière	rivière	NCFS
et	et	COO
l'	le	DETDFS
aigrette	aigrette	NCFS
que	que	PRI
ton	ton	DETPOSS
père	père	NCMS
m'	me	PPER1S
a	avoir	VINDP3S
achetées	acheter	VPARPFP
à	à	PREP
cette	ce	DETDEM
vente	vente	NCFS
?	?	PCTFORTE
Certes	certes	ADV
,	,	PCTFAIB
il	il	PPER3S
fait	faire	VINDP3S
bien	bien	ADV
les	le	DETDPIG
choses	chose	NCFP
,	,	PCTFAIB
dit	dire	VINDPS3S
Maxime	Maxime	NPMS
sans	sans	PREP
répondre	répondre	VINF
,	,	PCTFAIB
avec	avec	PREP
un	un	DETIMS
rire	rire	NCMS
méchant	méchant	ADJMS
.	.	PCTFORTE
Il	il	PPER3S
trouve	trouver	VINDP3S
moyen	moyen	ADJMS
de	de	PREP
payer	payer	VINF
les	le	DETDPIG
dettes	dette	NCFP
de	de	PREP
Laure	Laure	NPHSIG
et	et	COO
de	de	PREP
donner	donner	VINF
des	un	DETDPIG
diamants	diamant	NCMP
à	à	PREP
sa	son	DETPOSS
femme	femme	NCFS
.	.	PCTFORTE
La	le	DETDFS
jeune	jeune	ADJSIG
femme	femme	NCFS
eut	avoir	VINDPS3S
un	un	DETIMS
léger	léger	ADJMS
mouvement	mouvement	NCMS
d'	de	PREP
épaules	épaule	NCFP
.	.	PCTFORTE
Vaurien	vaurien	NCMS
!	!	PCTFAIB
murmura	murmurer	VINDPS3S
-t	t	NCFS
-elle	elle	PPER3S
en	en	PREP
souriant	sourire	VPARPRES
.	.	PCTFORTE
Mais	mais	COO
le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
s'	se	PPER3S
était	être	VINDI3S
penché	pencher	VPARPMS
,	,	PCTFAIB
suivant	suivant	ADJMS
des	un	DETDPIG
yeux	oeil	NCMP
une	un	DETIFS
dame	dame	NCFS
dont	dont	PRI
la	le	DETDFS
robe	rob	NCFS
verte	vert	ADJFS
l'	le	PPER3S
intéressait	intéresser	VINDI3S
.	.	PCTFORTE
Renée	Renée	NPFS
avait	avoir	VINDI3S
reposé	reposer	VPARPMS
sa	son	DETPOSS
tête	tête	NCFS
,	,	PCTFAIB
les	le	DETDPIG
yeux	oeil	NCMP
demi-clos	demi-clos	ADJMIN
,	,	PCTFAIB
regardant	regarder	VPARPRES
paresseusement	paresseusement	ADV
des	un	DETDPIG
deux	deux	NCI
côtés	côté	NCMP
de	de	PREP
l'	le	DETDFS
allée	allée	NCFS
,	,	PCTFAIB
sans	sans	PREP
voir	voir	VINF
.	.	PCTFORTE
À	à	PREP
droite	droit	ADJFS
,	,	PCTFAIB
filaient	filer	VINDI3P
doucement	doucement	ADV
des	un	DETDPIG
taillis	taillis	NCMIN
,	,	PCTFAIB
des	un	DETDPIG
futaies	futaie	NCFP
basses	bas	ADJFP
,	,	PCTFAIB
aux	à le	DETDPIG
feuilles	feuille	NCFP
roussies	roussi	ADJFP
,	,	PCTFAIB
aux	à le	DETDPIG
branches	branche	NCFP
grêles	grêle	ADJPIG
;	;	PCTFORTE
par	par	PREP
instants	instant	ADJMP
,	,	PCTFAIB
sur	sur	PREP
la	le	DETDFS
voie	voie	NCFS
réservée	réserver	VPARPFS
aux	à le	DETDPIG
cavaliers	cavalier	NCMP
,	,	PCTFAIB
passaient	passer	VINDI3P
des	un	DETDPIG
messieurs	monsieur	NCMP
à	à	PREP
la	le	DETDFS
taille	taille	NCFS
mince	mince	ADJSIG
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
montures	monture	NCFP
,	,	PCTFAIB
dans	dans	PREP
leur	leur	DETPOSS
galop	galop	NCMS
,	,	PCTFAIB
soulevaient	soulever	VINDI3P
de	de	PREP
petitesfumées	petitesfumées	NCI
de	de	PREP
sable	sable	NCMS
fin	fin	ADJMS
.	.	PCTFORTE
À	à	PREP
gauche	gauche	NCFS
,	,	PCTFAIB
au	à le	DETDMS
bas	bas	NCMIN
des	de le	DETDPIG
étroites	étroit	ADJFP
pelouses	pelouse	NCFP
qui	qui	PRI
descendent	descendre	VINDP3P
,	,	PCTFAIB
coupées	couper	VPARPFP
de	de	PREP
corbeilles	corbeille	NCFP
et	et	COO
de	de	PREP
massifs	massif	ADJMP
,	,	PCTFAIB
le	le	DETDMS
lac	lac	NCMS
dormait	dormir	VINDI3S
,	,	PCTFAIB
d'	de	PREP
une	un	DETIFS
propreté	propreté	NCFS
de	de	PREP
cristal	cristal	NCMS
,	,	PCTFAIB
sans	sans	PREP
une	un	DETIFS
écume	écume	NCFS
,	,	PCTFAIB
comme	comme	SUB
taillé	taillé	VPARPMS
nettement	nettement	ADV
sur	sur	PREP
ses	son	DETPOSS
bords	bord	NCMP
par	par	PREP
la	le	DETDFS
bêche	bêche	NCFS
des	de le	DETDPIG
jardiniers	jardinier	NCMP
;	;	PCTFORTE
et	et	COO
,	,	PCTFAIB
de	de	PREP
l'	le	DETDMS
autre	autre	ADJSIG
côté	côté	NCMS
de	de	PREP
ce	ce	DETDEM
miroir	miroir	NCMS
clair	clair	ADJMS
,	,	PCTFAIB
les	le	DETDPIG
deux	deux	ADJNUM
îles	île	NCFP
,	,	PCTFAIB
entre	entre	PREP
lesquelles	lequel	PRI
le	le	DETDMS
pont	pont	NCMS
qui	qui	PRI
les	le	PPER3P
joint	joindre	VINDP3S
faisait	faire	VINDI3S
une	un	DETIFS
barre	barre	NCFS
grise	gris	ADJFS
,	,	PCTFAIB
dressaient	dresser	VINDI3P
leurs	leur	DETPOSS
falaises	falaise	NCFP
aimables	aimable	ADJPIG
,	,	PCTFAIB
alignaient	aligner	VINDI3P
sur	sur	PREP
le	le	DETDMS
ciel	ciel	NCMS
pâle	pâle	ADJSIG
les	le	DETDPIG
lignes	ligne	NCFP
théâtrales	théâtral	ADJFP
de	de	PREP
leurs	leur	DETPOSS
sapins	sapin	NCMP
de	de	PREP
leurs	leur	DETPOSS
arbres	arbre	NCMP
aux	à le	DETDPIG
feuillages	feuillage	NCMP
persistants	persistant	ADJMP
dont	dont	PRI
l'	le	DETDFS
eau	eau	NCFS
reflétait	refléter	VINDI3S
les	le	DETDPIG
verdures	verdure	NCFP
noires	noir	ADJFP
,	,	PCTFAIB
pareilles	pareil	ADJFP
à	à	PREP
des	de le	DETDPIG
franges	frange	NCFP
de	de	PREP
rideaux	rideau	NCMP
savamment	savamment	ADV
drapées	draper	VPARPFP
au	à le	DETDMS
bord	bord	NCMS
de	de	PREP
l'	le	DETDMS
horizon	horizon	NCMS
.	.	PCTFORTE
Ce	ce	DETDEM
coin	coin	NCMS
de	de	PREP
nature	nature	NCFS
,	,	PCTFAIB
ce	ce	DETDEM
décor	décor	NCMS
qui	qui	PRI
semblait	sembler	VINDI3S
fraîchement	fraîchement	ADV
peint	peint	ADJMS
,	,	PCTFAIB
baignait	baigner	VINDI3S
dans	dans	PREP
une	un	DETIFS
ombre	ombre	NCFS
légère	léger	ADJFS
,	,	PCTFAIB
dans	dans	PREP
une	un	DETIFS
vapeur	vapeur	NCFS
bleuâtre	bleuâtre	ADJSIG
qui	qui	PRI
achevait	achever	VINDI3S
de	de	PREP
donner	donner	VINF
aux	à le	DETDPIG
lointains	lointain	NCMP
un	un	DETIMS
charme	charme	NCMS
exquis	exquis	ADJMIN
,	,	PCTFAIB
un	un	DETIMS
air	air	NCMS
d'	de	PREP
adorable	adorable	ADJSIG
fausseté	fausseté	NCFS
.	.	PCTFORTE
Sur	sur	PREP
l'	le	DETDMS
autre	autre	PISIG
rive	rive	NCFS
,	,	PCTFAIB
le	le	DETDMS
Chalet	chalet	NCMS
des	de le	DETDPIG
Îles	île	NCFP
,	,	PCTFAIB
comme	comme	SUB
verni	vernir	VPARPMS
de	de	PREP
la	le	DETDFS
veille	veille	NCFS
,	,	PCTFAIB
avait	avoir	VINDI3S
des	un	DETDPIG
luisants	luisant	NCMP
de	de	PREP
joujou	joujou	NCMS
neuf	neuf	ADJMS
;	;	PCTFORTE
et	et	COO
ces	ce	DETDEM
rubans	ruban	NCMP
de	de	PREP
sable	sable	NCMS
jaune	jaune	ADJSIG
,	,	PCTFAIB
ces	ce	DETDEM
étroites	étroit	ADJFP
allées	allée	NCFP
de	de	PREP
jardin	jardin	NCMS
,	,	PCTFAIB
qui	qui	PRI
serpentent	serpenter	VINDP3P
dans	dans	PREP
les	le	DETDPIG
pelouses	pelouse	NCFP
et	et	COO
tournent	tourner	VINDP3P
autour	autour	ADV
du	de le	DETDMS
lac	lac	NCMS
,	,	PCTFAIB
bordées	border	VPARPFP
de	de	PREP
branches	branche	NCFP
de	de	PREP
fonte	fonte	NCFS
imitant	imiter	VPARPRES
des	un	DETDPIG
bois	bois	NCMIN
rustiques	rustique	ADJPIG
,	,	PCTFAIB
tranchaient	trancher	VINDI3P
plus	plus	ADV
étrangement	étrangement	ADV
,	,	PCTFAIB
à	à	PREP
cette	ce	DETDEM
heure	heure	NCFS
dernière	dernier	ADJFS
,	,	PCTFAIB
sur	sur	PREP
le	le	DETDMS
vert	vert	NCMS
attendri	attendrir	VPARPMS
de	de	PREP
l'	le	DETDFS
eau	eau	NCFS
et	et	COO
du	de le	DETDMS
gazon	gazon	NCMS
.	.	PCTFORTE
Accoutumée	accoutumer	VPARPFS
aux	à le	DETDPIG
grâces	grâce	NCFP
savantes	savant	ADJFP
de	de	PREP
ces	ce	DETDEM
points	point	NCMP
de	de	PREP
vue	vue	NCFS
,	,	PCTFAIB
Renée	Renée	NPFS
,	,	PCTFAIB
reprise	reprendre	VPARPFS
par	par	PREP
ses	son	DETPOSS
lassitudes	lassitude	NCFP
,	,	PCTFAIB
avait	avoir	VINDI3S
baissé	baisser	VPARPMS
complètement	complètement	ADV
les	le	DETDPIG
paupières	paupière	NCFP
,	,	PCTFAIB
ne	ne	ADV
regardant	regarder	VPARPRES
plus	plus	ADV
que	que	ADV
ses	son	DETPOSS
doigts	doigt	NCMP
minces	mince	ADJPIG
qui	qui	PRI
enroulaient	enrouler	VINDI3P
sur	sur	ADJMS
leurs	leur	DETPOSS
fuseaux	fuseau	NCMP
les	le	DETDPIG
longs	long	ADJMP
poils	poil	NCMP
de	de	PREP
la	le	DETDFS
peau	peau	NCFS
d'	de	PREP
ours	ours	NCMIN
.	.	PCTFORTE
Mais	mais	COO
il	il	PPER3S
y	y	PPER3S
eut	avoir	VINDPS3S
une	un	DETIFS
secousse	secousse	NCFS
dans	dans	PREP
le	le	DETDMS
trot	trot	NCMS
régulier	régulier	ADJMS
de	de	PREP
la	le	DETDFS
file	file	NCFS
des	de le	DETDPIG
voitures	voiture	NCFP
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
levant	lever	VPARPRES
la	le	DETDFS
tête	tête	NCFS
,	,	PCTFAIB
elle	elle	PPER3S
salua	saluer	VINDPS3S
deux	deux	ADJNUM
jeunes	jeune	ADJPIG
femmes	femme	NCFP
couchées	coucher	VPARPFP
côte	côte	NCFS
à	à	PREP
côte	côte	NCFS
,	,	PCTFAIB
avec	avec	ADV
une	un	DETIFS
langueur	langueur	NCFS
amoureuse	amoureux	ADJFS
,	,	PCTFAIB
dans	dans	PREP
un	un	DETIMS
huit-ressorts	huit-ressorts	NCHMIN
qui	qui	PRI
quittait	quitter	VINDI3S
à	à	PREP
grand	grand	ADJMS
fracas	fracas	NCMIN
le	le	DETDMS
bord	bord	NCMS
du	de le	DETDMS
lac	lac	NCMS
pour	pour	PREP
s'	se	PPER3S
éloigner	éloigner	VINF
par	par	PREP
une	un	DETIFS
allée	allée	NCFS
latérale	latéral	ADJFS
.	.	PCTFORTE
Mme	mme	NPFS
la	le	DETDFS
marquise	marquis	NCFS
d'	de	PREP
Espanet	Espanet	NPI
,	,	PCTFAIB
dont	dont	PRI
le	le	DETDMS
mari	mari	NCMS
,	,	PCTFAIB
alors	alors	ADV
aide	aider	VINDP3S
de	de	PREP
camp	camp	NCMS
de	de	PREP
l'	le	DETDMS
empereur	empereur	NCMS
,	,	PCTFAIB
venait	venir	VINDI3S
de	de	PREP
se	se	PPER3S
rallier	rallier	VINF
bruyamment	bruyamment	ADV
,	,	PCTFAIB
au	à le	DETDMS
scandale	scandale	NCMS
de	de	PREP
la	le	DETDFS
vieille	vieux	ADJFS
noblesse	noblesse	NCFS
boudeuse	boudeur	ADJFS
,	,	PCTFAIB
était	être	VINDI3S
une	un	PIFS
des	un	DETDPIG
plus	plus	ADV
illustres	illustre	ADJPIG
mondaines	mondain	NCFP
du	de le	DETDMS
second	second	ADJORD
Empire	empire	NCMS
:	:	PCTFORTE
l'	le	DETDMS
autre	autre	PISIG
,	,	PCTFAIB
Mme	Mme	NPFS
Haffner	Haffner	NPHMS
,	,	PCTFAIB
avait	avoir	VINDI3S
épousé	épouser	VPARPMS
un	un	DETIMS
fameux	fameux	ADJMIN
industriel	industriel	ADJMS
de	de	PREP
Colmar	Colmar	NPHSIG
,	,	PCTFAIB
vingt	vingt	ADJNUM
fois	fois	NCFIN
millionnaire	millionnaire	ADJSIG
,	,	PCTFAIB
et	et	COO
dont	dont	PRI
l'	le	DETDMS
Empire	empire	NCMS
faisait	faire	VINDI3S
un	un	DETIMS
homme	homme	NCMS
politique	politique	ADJSIG
.	.	PCTFORTE
Renée	Renée	NPFS
,	,	PCTFAIB
qui	qui	PRI
avait	avoir	VINDI3S
connu	connaître	VPARPMS
en	en	PREP
pension	pension	NCFS
les	le	DETDPIG
deux	deux	ADJNUM
inséparables	inséparable	NCPIG
,	,	PCTFAIB
comme	comme	SUB
on	on	PPER3S
les	le	PPER3P
nommait	nommer	VINDI3S
d'	de	PREP
un	un	DETIMS
air	air	NCMS
fin	fin	ADJMS
,	,	PCTFAIB
les	le	PPER3P
appelait	appeler	VINDI3S
Adeline	Adeline	NPFS
et	et	COO
Suzanne	Suzanne	NPHSIG
,	,	PCTFAIB
de	de	PREP
leurs	leur	DETPOSS
petits	petit	ADJMP
noms	nom	NCMP
.	.	PCTFORTE
Et	et	COO
comme	comme	SUB
,	,	PCTFAIB
après	après	PREP
leur	leur	PPER3P
avoir	avoir	VINF
souri	sourire	VPARPMS
,	,	PCTFAIB
elle	elle	PPER3S
allait	aller	VINDI3S
se	se	PPER3S
pelotonner	pelotonner	VINF
de	de	PREP
nouveau	nouveau	NCMS
,	,	PCTFAIB
un	un	DETIMS
rire	rire	NCMS
de	de	PREP
Maxime	Maxime	NPMS
la	le	PPER3S
fit	faire	VINDPS3S
se	se	PPER3S
tourner	tourner	VINF
.	.	PCTFORTE
Non	non	ADV
,	,	PCTFAIB
vraiment	vraiment	ADV
,	,	PCTFAIB
je	je	PPER1S
suis	être	VINDP1S
triste	triste	ADJSIG
,	,	PCTFAIB
ne	ne	ADV
ris	rire	VIMPP2S
pas	pas	ADV
,	,	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
sérieux	sérieux	ADJMIN
,	,	PCTFAIB
dit	dire	VINDP3S
-elle	elle	PPER3S
en	en	PREP
voyant	voir	VPARPRES
le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
qui	qui	PRI
la	le	DETDFS
contemplait	contempler	VINDI3S
railleusement	railleusement	ADV
en	en	PREP
se	se	PPER3S
moquant	moquer	VPARPRES
de	de	PREP
son	son	DETPOSS
attitude	attitude	NCFS
penchée	penché	ADJFS
.	.	PCTFORTE
Maxime	Maxime	NPMS
prit	prendre	VINDPS3S
une	un	DETIFS
voix	voix	NCFIN
drôle	drôle	ADJSIG
.	.	PCTFORTE
Nous	nous	PPER1P
aurions	avoir	VCONP1P
de	de	PREP
gros	gros	ADJMIN
chagrins	chagrin	NCMP
,	,	PCTFAIB
nous	nous	PPER1P
serions	être	VCONP1P
jalouse	jalouse	NCFS
!	!	PCTFORTE
Elle	elle	PPER3S
parut	paraître	VINDPS3S
toute	tout	ADJFS
surprise	surpris	ADJFS
.	.	PCTFORTE
Moi	moi	PPER1S
!	!	PCTFAIB
dit	dire	VINDP3S
-elle	elle	PPER3S
.	.	PCTFORTE
Pourquoi	pourquoi	ADV
jalouse	jalouse	ADJFS
?	?	PCTFORTE
Puis	puis	COO
elle	elle	PPER3S
ajouta	ajouter	VINDPS3S
,	,	PCTFAIB
avec	avec	PREP
sa	son	DETPOSS
moue	moue	NCFS
de	de	PREP
dédain	dédain	NCMS
,	,	PCTFAIB
comme	comme	SUB
se	se	PPER3S
souvenant	souvenir	VPARPRES
:	:	PCTFORTE
Ah	ah	INT
!	!	PCTFAIB
oui	oui	ADV
,	,	PCTFAIB
la	le	DETDFS
grosse	gros	ADJFS
Laure	laure	NCSIG
!	!	PCTFORTE
Je	je	PPER1S
n'	ne	ADV
y	y	ADV
pense	penser	VINDP1S
guère	guère	ADV
,	,	PCTFAIB
va	aller	VIMPP2S
.	.	PCTFORTE
Si	si	SUB
Aristide	Aristide	NPMS
,	,	PCTFAIB
comme	comme	SUB
vous	vous	PPER2P
voulez	vouloir	VINDP2P
tous	tout	PIMP
me	me	PPER1S
le	le	PPER3S
faire	faire	VINF
entendre	entendre	VINF
,	,	PCTFAIB
a	avoir	VINDP3S
payé	payer	VPARPMS
les	le	DETDPIG
dettes	dette	NCFP
de	de	PREP
cette	ce	DETDEM
fille	fille	NCFS
et	et	COO
lui	lui	PPER3S
a	avoir	VINDP3S
évité	éviter	VPARPMS
ainsi	ainsi	ADV
un	un	DETIMS
voyage	voyage	NCMS
à	à	PREP
l'	le	DETDMS
étranger	étranger	NCMS
,	,	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
qu'	que	SUB
il	il	PPER3S
aime	aimer	VINDP3S
l'	le	DETDMS
argent	argent	NCMS
moins	moins	ADV
que	que	ADV
je	je	PPER1S
ne	ne	ADV
le	le	DETDMS
croyais	croire	VINDI1S
.	.	PCTFORTE
Cela	cela	PDS
va	aller	VINDP3S
le	le	PPER3S
remettre	remettre	VINF
en	en	PREP
faveur	faveur	NCFS
auprès	auprès	PREP
des	de le	DETDPIG
dames	dames	INT
...	...	PCTFORTE
Le	le	DETDMS
cher	cher	ADJMS
homme	homme	NCMS
,	,	PCTFAIB
je	je	PPER1S
le	le	PPER3S
laisse	laisser	VINDP1S
bien	bien	ADV
libre	libre	ADJSIG
.	.	PCTFORTE
Elle	elle	PPER3S
souriait	sourire	VINDI3S
,	,	PCTFAIB
elle	elle	PPER3S
disait	dire	VINDI3S
le	le	DETDMS
cher	cher	ADJMS
homme	homme	NCMS
,	,	PCTFAIB
d'	de	PREP
un	un	DETIMS
ton	ton	NCMS
plein	plein	ADJMS
d'	de	PREP
une	un	DETIFS
indifférence	indifférence	NCFS
amicale	amical	ADJFS
.	.	PCTFORTE
Et	et	COO
subitement	subitement	ADV
,	,	PCTFAIB
redevenue	redevenir	VPARPFS
très	très	ADV
triste	triste	ADJSIG
,	,	PCTFAIB
promenant	promener	VPARPRES
autour	autour	ADV
d'	de	PREP
elle	elle	PPER3S
ce	ce	DETDEM
regard	regard	NCMS
désespéré	désespéré	ADJMS
des	de le	DETDPIG
femmes	femme	NCFP
qui	qui	PRI
ne	ne	ADV
savent	savoir	VINDP3P
à	à	PREP
quel	quel	ADJINT
amusement	amusement	NCMS
se	se	PPER3S
donner	donner	VINF
,	,	PCTFAIB
elle	elle	PPER3S
murmura	murmurer	VINDPS3S
:	:	PCTFORTE
Oh	oh	INT
!	!	PCTFAIB
je	je	PPER1S
voudrais	vouloir	VCONP1S
bien	bien	ADV
...	...	PCTFORTE
Mais	mais	COO
non	non	ADV
,	,	PCTFAIB
je	je	PPER1S
ne	ne	ADV
suis	être	VINDP1S
pas	pas	ADV
jalouse	jalouse	ADJFS
,	,	PCTFAIB
pas	pas	ADV
jalouse	jalouse	ADJFS
du	de le	DETDMS
tout	tout	NCMS
.	.	PCTFORTE
Elle	elle	PPER3S
s'	se	PPER3S
arrêta	arrêter	VINDPS3S
,	,	PCTFAIB
hésitante	hésitant	ADJFS
.	.	PCTFORTE
Vois	voir	VINDP2S
-tu	tu	PPER2S
,	,	PCTFAIB
je	je	PPER1S
m'	me	PPER1S
ennuie	ennuyer	VINDP1S
,	,	PCTFAIB
dit	dire	VINDP3S
-elle	elle	PPER3S
enfin	enfin	ADV
d'	de	PREP
une	un	PIFS
voix	voix	NCFIN
brusque	brusque	ADJSIG
.	.	PCTFORTE
Alors	alors	ADV
elle	elle	PPER3S
se	se	PPER3S
tut	taire	VINDPS3S
,	,	PCTFAIB
les	le	DETDPIG
lèvres	lèvre	NCFP
pincées	pincé	ADJFP
.	.	PCTFORTE
La	le	DETDFS
file	file	NCFS
des	de le	DETDPIG
voitures	voiture	NCFP
passait	passer	VINDI3S
toujours	toujours	ADV
le	le	DETDMS
long	long	NCMS
du	de le	DETDMS
lac	lac	NCMS
,	,	PCTFAIB
d'	de	PREP
un	un	DETIMS
trot	trot	NCMS
égal	égal	ADJMS
,	,	PCTFAIB
avec	avec	PREP
un	un	DETIMS
bruit	bruit	NCMS
particulier	particulier	ADJMS
de	de	PREP
cataracte	cataracte	NCFS
lointaine	lointain	ADJFS
.	.	PCTFORTE
Maintenant	maintenant	ADV
,	,	PCTFAIB
à	à	PREP
gauche	gauche	NCFS
,	,	PCTFAIB
entre	entre	PREP
l'	le	DETDFS
eau	eau	NCFS
et	et	COO
la	le	DETDFS
chaussée	chausser	VPARPFS
,	,	PCTFAIB
se	se	PPER3S
dressaient	dresser	VINDI3P
des	de le	DETDPIG
petits	petit	ADJMP
bois	bois	NCMIN
d'	de	PREP
arbres	arbre	NCMP
verts	vert	ADJMP
,	,	PCTFAIB
aux	à le	DETDPIG
troncs	tronc	NCMP
minces	mince	ADJPIG
et	et	COO
droits	droit	ADJMP
,	,	PCTFAIB
qui	qui	PRI
formaientde	formaientde	NCI
curieux	curieux	ADJMIN
faisceaux	faisceau	NCMP
de	de	PREP
colonnettes	colonnette	NCFP
.	.	PCTFORTE
À	à	PREP
droite	droit	ADJFS
,	,	PCTFAIB
les	le	DETDPIG
taillis	taillis	NCMIN
,	,	PCTFAIB
les	le	DETDPIG
futaies	futaie	NCFP
basses	bas	ADJFP
avaient	avoir	VINDI3P
cessé	cesser	VPARPMS
;	;	PCTFORTE
le	le	DETDMS
Bois	bois	NCMIN
s'	se	PPER3S
était	être	VINDI3S
ouvert	ouvrir	VPARPMS
en	en	PREP
larges	large	ADJPIG
pelouses	pelouse	NCFP
,	,	PCTFAIB
en	en	PREP
immenses	immense	ADJPIG
tapis	tapis	NCMIN
d'	de	PREP
herbe	herb	NCFS
,	,	PCTFAIB
plantés	planter	VPARPMP
çà	çà	ADV
et	et	COO
là	là	ADV
d'	de	PREP
un	un	DETIMS
bouquet	bouquet	NCMS
de	de	PREP
grands	grand	ADJMP
arbres	arbre	NCMP
;	;	PCTFORTE
les	le	DETDPIG
nappes	nappe	NCFP
vertes	vert	ADJFP
se	se	PPER3S
suivaient	suivre	VINDI3P
,	,	PCTFAIB
avec	avec	PREP
des	de le	DETDPIG
ondulations	ondulation	NCFP
légères	léger	ADJFP
,	,	PCTFAIB
jusqu'	jusque	PREP
à	à	PREP
la	le	DETDFS
porte	porte	NCFS
de	de	PREP
la	le	DETDFS
Muette	muette	NCFS
,	,	PCTFAIB
dont	dont	PRI
on	on	PPER3S
apercevait	apercevoir	VINDI3S
très	très	ADV
loin	loin	ADV
la	le	DETDFS
grille	grille	NCFS
basse	bas	ADJFS
,	,	PCTFAIB
pareille	pareil	ADJFS
à	à	PREP
un	un	DETIMS
bout	bout	NCMS
de	de	PREP
dentelle	dentelle	NCFS
noire	noir	ADJFS
tendu	tendu	ADJMS
au	à le	DETDMS
ras	ras	NCMIN
du	de le	DETDMS
sol	sol	NCMS
;	;	PCTFORTE
et	et	COO
,	,	PCTFAIB
sur	sur	PREP
les	le	DETDPIG
pentes	pente	NCFP
,	,	PCTFAIB
aux	à le	DETDPIG
endroits	endroit	NCMP
où	où	PRI
les	le	DETDPIG
ondulations	ondulation	NCFP
se	se	PPER3S
creusaient	creuser	VINDI3P
,	,	PCTFAIB
l'	le	DETDFS
herbe	herb	NCFS
était	être	VINDI3S
toute	tout	ADJFS
bleue	bleu	ADJFS
.	.	PCTFORTE
Renée	Renée	NPFS
regardait	regarder	VINDI3S
,	,	PCTFAIB
les	le	DETDPIG
yeux	oeil	NCMP
fixes	fixe	ADJPIG
,	,	PCTFAIB
comme	comme	SUB
si	si	ADV
cet	ce	DETDEM
agrandissement	agrandissement	NCMS
de	de	PREP
l'	le	DETDMS
horizon	horizon	NCMS
,	,	PCTFAIB
ces	ce	DETDEM
prairies	prairie	NCFP
molles	mou,mol	ADJFP
,	,	PCTFAIB
trempées	tremper	VPARPFP
par	par	PREP
l'	le	DETDMS
air	air	NCMS
du	de le	DETDMS
soir	soir	NCMS
,	,	PCTFAIB
lui	lui	PPER3S
eussent	avoir	VSUBI3P
fait	faire	VPARPMS
sentir	sentir	VINF
plus	plus	ADV
vivement	vivement	ADV
le	le	DETDMS
vide	vide	NCMS
de	de	PREP
son	son	DETPOSS
être	être	NCMS
.	.	PCTFORTE
Au	à le	DETDMS
bout	bout	NCMS
d'	de	PREP
un	un	DETIMS
silence	silence	NCMS
,	,	PCTFAIB
elle	elle	PPER3S
répéta	répéter	VINDPS3S
,	,	PCTFAIB
avec	avec	PREP
l'	le	DETDMS
accent	accent	NCMS
d'	de	PREP
une	un	DETIFS
colère	colère	NCFS
sourde	sourd	ADJFS
:	:	PCTFORTE
Oh	oh	INT
!	!	PCTFAIB
je	je	PPER1S
m'	me	PPER1S
ennuie	ennuyer	VINDP1S
,	,	PCTFAIB
je	je	PPER1S
m'	me	PPER1S
ennuie	ennuyer	VINDP3S
à	à	PREP
mourir	mourir	VINF
.	.	PCTFORTE
Sais	savoir	VINDP1S
-tu	tu	PPER2S
que	que	SUB
tu	tu	PPER2S
n'	ne	ADV
es	être	VINDP2S
pas	pas	ADV
gaie	gai	ADJFS
,	,	PCTFAIB
dit	dire	VINDPS3S
tranquillement	tranquillement	ADV
Maxime	Maxime	NPMS
.	.	PCTFORTE
Tu	tu	PPER2S
