forme	lemme	catégorie
tout	tout	ADV
là-haut	là-haut	ADV
,	,	PCTFAIB
dans	dans	PREP
un	un	DETIMS
pullulement	pullulement	NCMS
d' autres	d'autres	ADJIND
lumières	lumière	NCFP
.	.	PCTFORTE
À	à	PREP
l'	le	DETDMS
horizon	horizon	NCMS
,	,	PCTFAIB
une	un	DETIFS
grande	grand	NCFS
fumée	fumé	ADJFS
blanche	blanc	ADJFS
flottait	flotter	VINDI3S
,	,	PCTFAIB
mettait	mettre	VINDI3S
Paris	paris	NCSIG
dormant	dormant	ADJMS
dans	dans	PREP
la	le	DETDFS
buée	buée	NCFS
lumineuse	lumineux	ADJFS
de	de	PREP
toutes	tout	ADJFP
ces	ce	DETDEM
flammes	flamme	NCFP
.	.	PCTFORTE
Je	je	PPER1S
suis	être	VINDP1S
de	de	PREP
Nanterre	Nanterre	NPSIG
,	,	PCTFAIB
je	je	PPER1S
me	me	PPER1S
nomme	nommer	VINDP1S
madame	madame	NCFIN
François	François	NPHSIG
,	,	PCTFAIB
dit	dire	VINDPS3S
la	le	DETDFS
maraîchère	maraîcher	NCFS
,	,	PCTFAIB
au	à le	DETDMS
bout	bout	NCMS
d'	de	PREP
un	un	DETIMS
instant	instant	NCMS
.	.	PCTFORTE
Depuis	depuis	PREP
que	que	SUB
j'	je	PPER1S
ai	avoir	VINDP1S
perdu	perdre	VPARPMS
mon	mon	DETPOSS
pauvre	pauvre	NCSIG
homme	homme	NCMS
,	,	PCTFAIB
je	je	PPER1S
vais	aller	VINDP1S
tous	tout	ADJMP
les	le	DETDPIG
matins	matin	NCMP
aux	à le	DETDPIG
Halles	halle	NCFP
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
dur	dur	ADJMS
,	,	PCTFAIB
allez	aller	VIMPP2P
!	!	PCTFORTE
Et	et	COO
vous	vous	PPER2P
?	?	PCTFORTE
Je	je	PPER1S
me	me	PPER1S
nomme	nommer	VINDP1S
Florent	Florent	NPHSIG
,	,	PCTFAIB
je	je	PPER1S
viens	venir	VINDP1S
de	de	PREP
loin	loin	ADV
...	...	PCTFAIB
,	,	PCTFAIB
répondit	répondre	VINDPS3S
l'	le	DETDMS
inconnu	inconnu	NCMS
avec	avec	ADV
embarras	embarras	NCMIN
.	.	PCTFORTE
Je	je	PPER1S
vous	vous	PPER2P
demande	demander	VINDP1S
excuse	excuse	NCFS
;	;	PCTFORTE
je	je	PPER1S
suis	être	VINDP1S
si	si	ADV
fatigué	fatigué	ADJMS
,	,	PCTFAIB
que	que	SUB
cela	cela	PDS
m'	me	PPER1S
est	être	VINDP3S
pénible	pénible	ADJSIG
de	de	PREP
parler	parler	VINF
.	.	PCTFORTE
Il	il	PPER3S
ne	ne	ADV
voulait	vouloir	VINDI3S
pas	pas	ADV
causer	causer	VINF
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
elle	elle	PPER3S
se	se	PPER3S
tut	taire	VINDPS3S
,	,	PCTFAIB
lâchant	lâcher	VPARPRES
un	un	DETIMS
peu	peu	NCMIN
les	le	DETDPIG
guides	guide	NCPIG
sur	sur	PREP
l'	le	DETDFS
échine	échine	NCFS
de	de	PREP
Balthazar	Balthazar	NPMS
,	,	PCTFAIB
qui	qui	PRI
suivait	suivre	VINDI3S
son	son	DETPOSS
chemin	chemin	NCMS
en	en	PREP
bête	bête	NCFS
connaissant	connaître	VPARPRES
chaque	chaque	ADJIND
pavé	pavé	NCMS
.	.	PCTFORTE
Florent	Florent	NPMS
,	,	PCTFAIB
les	le	DETDPIG
yeux	oeil	NCMP
sur	sur	PREP
l'	le	DETDFS
immense	immense	ADJSIG
lueur	lueur	NCFS
de	de	PREP
Paris	paris	NPMP
,	,	PCTFAIB
songeait	songer	VINDI3S
à	à	PREP
cette	ce	DETDEM
histoire	histoire	NCFS
qu'	que	PRI
il	il	PPER3S
cachait	cacher	VINDI3S
.	.	PCTFORTE
Échappé	échapper	VPARPMS
de	de	PREP
Cayenne	Cayenne	NPHSIG
,	,	PCTFAIB
où	où	PRI
les	le	DETDPIG
journées	journée	NCFP
de	de	PREP
décembre	décembre	NCMIN
l'	le	PPER3S
avaient	avoir	VINDI3P
jeté	jeter	VPARPMS
,	,	PCTFAIB
rôdant	rôder	VPARPRES
depuis	depuis	PREP
deux	deux	ADJNUM
ans	an	NCMP
dans	dans	PREP
la	le	DETDFS
Guyane	Guyane	NPFS
holandaise	holandaise	NCI
,	,	PCTFAIB
avec	avec	PREP
l'	le	DETDFS
envie	envie	NCFS
folle	fou	ADJFS
du	de le	DETDMS
retour	retour	NCMS
et	et	COO
la	le	DETDFS
peur	peur	NCFS
de	de	PREP
la	le	DETDFS
police	police	NCFS
impériale	impérial	ADJFS
,	,	PCTFAIB
il	il	PPER3S
avait	avoir	VINDI3S
enfin	enfin	ADV
devant	devant	PREP
lui	lui	PPER3S
la	le	DETDFS
chère	cher	ADJFS
grande	grand	ADJFS
ville	ville	NCFS
,	,	PCTFAIB
tant	tant	ADV
regrettée	regretter	VPARPFS
,	,	PCTFAIB
tant	tant	ADV
désirée	désiré	ADJFS
.	.	PCTFORTE
Il	il	PPER3S
s'	se	PPER3S
y	y	ADV
cacherait	cacher	VCONP3S
,	,	PCTFAIB
il	il	PPER3S
y	y	ADV
vivrait	vivre	VCONP3S
de	de	PREP
sa	son	DETPOSS
vie	vie	NCFS
paisible	paisible	ADJSIG
d'	de	PREP
autrefois	autrefois	ADV
.	.	PCTFORTE
La	le	DETDFS
police	police	NCFS
n'	ne	ADV
en	en	PPER3S
saurait	savoir	VCONP3S
rien	rien	PII
.	.	PCTFORTE
D'	de	PREP
ailleurs	ailleurs	ADV
,	,	PCTFAIB
il	il	PPER3S
serait	être	VCONP3S
mort	mourir	VPARPMS
,	,	PCTFAIB
là-bas	là-bas	ADV
.	.	PCTFORTE
Et	et	COO
il	il	PPER3S
se	se	PPER3S
rappelait	rappeler	VINDI3S
son	son	DETPOSS
arrivée	arrivée	NCFS
au	à le	DETDMS
Havre	havre	NCHMS
,	,	PCTFAIB
lorsqu'	lorsque	SUB
il	il	PPER3S
ne	ne	ADV
trouva	trouver	VINDPS3S
plus	plus	ADV
que	que	ADV
quinze	quinze	ADJNUM
francs	franc	NCMP
dans	dans	PREP
le	le	DETDMS
coin	coin	NCMS
de	de	PREP
son	son	NCMS
mouchoir	mouchoir	NCMS
.	.	PCTFORTE
Jusqu'	jusque	PREP
à	à	PREP
Rouen	Rouen	NPSIG
,	,	PCTFAIB
il	il	PPER3S
put	pouvoir	VINDPS3S
prendre	prendre	VINF
la	le	DETDFS
voiture	voiture	NCFS
.	.	PCTFORTE
De	de	PREP
Rouen	Rouen	NPSIG
,	,	PCTFAIB
comme	comme	SUB
il	il	PPER3S
lui	lui	PPER3S
restait	rester	VINDI3S
à	à	PREP
peine	peine	NCFS
trente	trente	ADJNUM
sous	sou	NCMP
,	,	PCTFAIB
il	il	PPER3S
repartit	repartir	VINDPS3S
à	à	PREP
pied	pied	NCMS
.	.	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
à	à	PREP
Vernon	Vernon	NPHSIG
,	,	PCTFAIB
il	il	PPER3S
acheta	acheter	VINDPS3S
ses	son	DETPOSS
deux	deux	ADJNUM
derniers	dernier	NCMP
sous	sous	PREP
de	de	PREP
pain	pain	NCMS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
il	il	PPER3S
ne	ne	ADV
savait	savoir	VINDI3S
plus	plus	ADV
.	.	PCTFORTE
Il	il	PPER3S
croyait	croire	VINDI3S
avoir	avoir	VINF
dormi	dormir	VPARPMS
plusieurs	plusieurs	ADJIND
heures	heure	NCFP
dans	dans	PREP
un	un	DETIMS
fossé	fossé	NCMS
.	.	PCTFORTE
Il	il	PPER3S
avait	avoir	VINDI3S
dû	devoir	VPARPMS
montrer	montrer	VINF
à	à	PREP
un	un	DETIMS
gendarme	gendarme	NCMS
les	le	DETDPIG
papiers	papier	NCMP
dont	dont	PRI
il	il	PPER3S
s'	se	PPER3S
était	être	VINDI3S
pourvu	pourvoir	VPARPMS
.	.	PCTFORTE
Tout	tout	ADV
cela	cela	PDS
dansait	danser	VINDI3S
dans	dans	PREP
sa	son	DETPOSS
tête	tête	NCFS
.	.	PCTFORTE
Il	il	PPER3S
était	être	VINDI3S
venu	venir	VPARPMS
de	de	PREP
Vernon	Vernon	NPHSIG
sans	sans	PREP
manger	manger	VINF
,	,	PCTFAIB
avec	avec	PREP
des	de le	DETDPIG
rages	rage	NCFP
et	et	COO
des	un	DETDPIG
désespoirs	désespoir	NCMP
brusques	brusque	ADJPIG
qui	qui	PRI
le	le	PPER3S
poussaient	pousser	VINDI3P
à	à	PREP
mâcher	mâcher	VINF
les	le	DETDPIG
feuilles	feuille	NCFP
des	de le	DETDPIG
haies	haie	NCFP
qu'	que	PRI
il	il	PPER3S
longeait	longer	VINDI3S
;	;	PCTFORTE
et	et	COO
il	il	PPER3S
continuait	continuer	VINDI3S
à	à	PREP
marcher	marcher	VINF
,	,	PCTFAIB
pris	prendre	VPARPMS
de	de	PREP
crampes	crampe	NCFP
et	et	COO
de	de	PREP
souleurs	souleur	NCFP
,	,	PCTFAIB
le	le	DETDMS
ventre	ventre	NCMS
plié	plier	VPARPMS
,	,	PCTFAIB
la	le	DETDFS
vue	vue	NCFS
troublée	troublé	ADJFS
,	,	PCTFAIB
les	le	DETDPIG
pieds	pied	NCMP
comme	comme	SUB
tirés	tiré	ADJMP
,	,	PCTFAIB
sans	sans	PREP
qu'	que	SUB
il	il	PPER3S
en	en	PPER3S
eût	avoir	VSUBI3S
conscience	conscience	NCFS
,	,	PCTFAIB
par	par	PREP
cette	ce	DETDEM
image	imag	NCFS
de	de	PREP
Paris	Paris	NPHSIG
,	,	PCTFAIB
au	à le	DETDMS
loin	loin	ADV
,	,	PCTFAIB
très	très	ADV
-loin	loin	ADV
,	,	PCTFAIB
derrière	derrière	PREP
l'	le	DETDMS
horizon	horizon	NCMS
,	,	PCTFAIB
qui	qui	PRI
l'	le	PPER3S
appelait	appeler	VINDI3S
,	,	PCTFAIB
qui	qui	PRI
l'	le	PPER3S
attendait	attendre	VINDI3S
.	.	PCTFORTE
Quand	quand	SUB
il	il	PPER3S
arriva	arriver	VINDPS3S
à	à	PREP
Courbevoie	Courbevoie	NPSIG
,	,	PCTFAIB
la	le	DETDFS
nuit	nuit	NCFS
était	être	VINDI3S
très	très	ADV
-sombre	sombre	ADJSIG
.	.	PCTFORTE
Paris	paris	NPMP
,	,	PCTFAIB
pareil	pareil	ADJMS
à	à	PREP
un	un	DETIMS
pan	pan	NCMS
de	de	PREP
ciel	ciel	NCMS
étoilé	étoilé	ADJMS
tombé	tomber	VPARPMS
sur	sur	PREP
un	un	DETIMS
coin	coin	NCMS
de	de	PREP
la	le	DETDFS
terre	terre	NCFS
noire	noir	ADJFS
,	,	PCTFAIB
lui	lui	PPER3S
apparut	apparaître	VINDPS3S
sévère	sévère	ADJSIG
et	et	COO
comme	comme	SUB
fâché	fâché	ADJMS
de	de	PREP
son	son	DETPOSS
retour	retour	NCMS
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
il	il	PPER3S
eut	avoir	VINDPS3S
une	un	DETIFS
faiblesse	faiblesse	NCFS
,	,	PCTFAIB
il	il	PPER3S
descendit	descendre	VINDPS3S
la	le	DETDFS
côte	côte	NCFS
,	,	PCTFAIB
les	le	DETDPIG
jambes	jambe	NCFP
cassées	casser	VPARPFP
.	.	PCTFORTE
En	en	PREP
traversant	traverser	VPARPRES
le	le	DETDMS
pont	pont	NCMS
de	de	PREP
Neuilly	Neuilly	NPHSIG
,	,	PCTFAIB
il	il	PPER3S
s'	se	PPER3S
appuyait	appuyer	VINDI3S
au	à le	DETDMS
parapet	parapet	NCMS
,	,	PCTFAIB
il	il	PPER3S
se	se	PPER3S
penchait	pencher	VINDI3S
sur	sur	PREP
la	le	DETDFS
Seine	seine	NCFS
roulant	rouler	VPARPRES
des	un	DETDPIG
flots	flot	NCMP
d'	de	PREP
encre	encre	NCFS
,	,	PCTFAIB
entre	entre	PREP
les	le	DETDPIG
masses	masse	NCFP
épaissies	épaissir	VPARPFP
des	de le	DETDPIG
rives	rive	NCFP
;	;	PCTFORTE
un	un	DETIMS
fanal	fanal	NCMS
rouge	rouge	ADJSIG
,	,	PCTFAIB
sur	sur	PREP
l'	le	DETDFS
eau	eau	NCFS
,	,	PCTFAIB
le	le	PPER3S
suivait	suivre	VINDI3S
d'	de	PREP
un	un	DETIMS
oeil	oeil	NCMS
saignant	saignant	ADJMS
.	.	PCTFORTE
Maintenant	maintenant	ADV
,	,	PCTFAIB
il	il	PPER3S
lui	lui	PPER3S
fallait	falloir	VINDI3S
monter	monter	VINF
,	,	PCTFAIB
atteindre	atteindre	VINF
Paris	Paris	NPHSIG
,	,	PCTFAIB
tout	tout	ADV
en	en	PREP
haut	haut	NCHMS
.	.	PCTFORTE
L'	le	DETDFS
avenue	avenue	NCFS
lui	lui	PPER3S
paraissait	paraître	VINDI3S
démesurée	démesurer	VPARPFS
.	.	PCTFORTE
Les	le	DETDPIG
centaines	centaine	NCFP
de	de	PREP
lieues	lieue	NCFP
qu'	que	PRI
il	il	PPER3S
venait	venir	VINDI3S
de	de	PREP
faire	faire	VINF
n'	ne	ADV
étaient	être	VINDI3P
rien	rien	PII
;	;	PCTFORTE
ce	ce	DETDEM
bout	bout	NCMS
de	de	PREP
route	route	NCFS
le	le	PPER3S
désespérait	désespérer	VINDI3S
,	,	PCTFAIB
jamais	jamais	ADV
il	il	PPER3S
n'	ne	ADV
arriverait	arriver	VCONP3S
à	à	PREP
ce	ce	DETDEM
sommet	sommet	NCMS
,	,	PCTFAIB
couronné	couronner	VPARPMS
de	de	PREP
ces	ce	DETDEM
lumières	lumière	NCFP
.	.	PCTFORTE
L'	le	DETDFS
avenue	avenue	NCFS
plate	plat	ADJFS
s'	se	PPER3S
étendait	étendre	VINDI3S
,	,	PCTFAIB
avec	avec	PREP
ses	son	DETPOSS
lignes	ligne	NCFP
de	de	PREP
grands	grand	ADJMP
arbres	arbre	NCMP
et	et	COO
de	de	PREP
maisons	maison	NCFP
basses	bas	ADJFP
,	,	PCTFAIB
ses	son	DETPOSS
larges	large	ADJPIG
trottoirs	trottoir	NCMP
grisâtres	grisâtre	ADJPIG
,	,	PCTFAIB
tachés	tacher	VPARPMP
de	de	PREP
l'	le	DETDFS
ombre	ombre	NCFS
des	de le	DETDPIG
branches	branche	NCFP
,	,	PCTFAIB
les	le	DETDPIG
trous	trou	NCMP
sombres	sombre	ADJPIG
des	un	DETDPIG
rues	rue	NCFP
transversales	transversal	ADJFP
,	,	PCTFAIB
tout	tout	ADJMS
son	son	DETPOSS
silence	silence	NCMS
et	et	COO
toutes	tout	ADJFP
ses	son	DETPOSS
ténèbres	ténèbre	NCFP
;	;	PCTFORTE
et	et	COO
les	le	DETDPIG
becs	bec	NCMP
de	de	PREP
gaz	gaz	NCMIN
,	,	PCTFAIB
droits	droit	ADJMP
,	,	PCTFAIB
espacés	espacer	VPARPMP
régulièrement	régulièrement	ADV
,	,	PCTFAIB
mettaient	mettre	VINDI3P
seuls	seul	ADJMP
la	le	DETDFS
vie	vie	NCFS
de	de	PREP
leurs	leur	DETPOSS
courtes	court	ADJFP
flammes	flamme	NCFP
jaunes	jaune	ADJPIG
,	,	PCTFAIB
dans	dans	PREP
ce	ce	DETDEM
désert	désert	NCMS
de	de	PREP
mort	mort	NCFS
.	.	PCTFORTE
Florent	Florent	NPMS
n'	ne	ADV
avançait	avancer	VINDI3S
plus	plus	ADV
,	,	PCTFAIB
l'	le	DETDFS
avenue	avenue	NCFS
s'	se	PPER3S
allongeait	allonger	VINDI3S
toujours	toujours	ADV
,	,	PCTFAIB
reculait	reculer	VINDI3S
Paris	paris	NPMP
au	à le	DETDMS
fond	fond	NCMS
de	de	PREP
la	le	DETDFS
nuit	nuit	NCFS
.	.	PCTFORTE
Il	il	PPER3S
lui	lui	PPER3S
sembla	sembler	VINDPS3S
que	que	SUB
les	le	DETDPIG
becs	bec	NCMP
de	de	PREP
gaz	gaz	NCMIN
,	,	PCTFAIB
avec	avec	PREP
leur	leur	DETPOSS
oeil	oeil	NCMS
unique	unique	ADJSIG
,	,	PCTFAIB
couraient	courir	VINDI3P
à	à	PREP
droite	droite	NCFS
et	et	COO
à	à	PREP
gauche	gauche	NCFS
,	,	PCTFAIB
en	en	PREP
emportant	emporter	VPARPRES
la	le	DETDFS
route	route	NCFS
;	;	PCTFORTE
il	il	PPER3S
trébucha	trébucher	VINDPS3S
,	,	PCTFAIB
dans	dans	PREP
ce	ce	DETDEM
tournoiement	tournoiement	NCMS
;	;	PCTFORTE
il	il	PPER3S
s'	se	PPER3S
affaissa	affaisser	VINDPS3S
comme	comme	SUB
une	un	DETIFS
masse	mass	NCFS
sur	sur	PREP
les	le	DETDPIG
pavés	pavé	NCMP
.	.	PCTFORTE
À	à	PREP
présent	présent	ADJMS
,	,	PCTFAIB
il	il	PPER3S
roulait	rouler	VINDI3S
doucement	doucement	ADV
sur	sur	PREP
cette	ce	DETDEM
couche	couche	NCFS
de	de	PREP
verdure	verdure	NCFS
,	,	PCTFAIB
qu'	que	SUB
il	il	PPER3S
trouvait	trouver	VINDI3S
d'	de	PREP
une	un	DETIFS
mollesse	mollesse	NCFS
de	de	PREP
plume	plume	NCFS
.	.	PCTFORTE
Il	il	PPER3S
avait	avoir	VINDI3S
levé	lever	VPARPMS
un	un	DETIMS
peu	peu	NCMIN
le	le	DETDMS
menton	menton	NCMS
,	,	PCTFAIB
pour	pour	PREP
voir	voir	VINF
la	le	DETDFS
buée	buée	NCFS
lumineuse	lumineux	ADJFS
qui	qui	PRI
grandissait	grandir	VINDI3S
,	,	PCTFAIB
au-dessus	au-dessus	ADV
des	de le	DETDPIG
toits	toit	NCMP
noirs	noir	ADJMP
devinés	deviner	VPARPMP
à	à	PREP
l'	le	DETDMS
horizon	horizon	NCMS
.	.	PCTFORTE
Il	il	PPER3S
arrivait	arriver	VINDI3S
,	,	PCTFAIB
il	il	PPER3S
était	être	VINDI3S
porté	porté	NCMS
,	,	PCTFAIB
il	il	PPER3S
n'	ne	ADV
avait	avoir	VINDI3S
qu'	que	ADV
à	à	PREP
s'	se	PPER3S
abandonner	abandonner	VINF
aux	à le	DETDPIG
secousses	secousse	NCFP
ralenties	ralenti	ADJFP
de	de	PREP
la	le	DETDFS
voiture	voiture	NCFS
;	;	PCTFORTE
et	et	COO
cette	ce	DETDEM
approche	approche	NCFS
sans	sans	PREP
fatigue	fatigue	NCFS
ne	ne	ADV
le	le	PPER3S
laissait	laisser	VINDI3S
plus	plus	ADV
souffrir	souffrir	VINF
que	que	ADV
de	de	PREP
la	le	DETDFS
faim	faim	NCFS
.	.	PCTFORTE
La	le	DETDFS
faim	faim	NCFS
s'	se	PPER3S
était	être	VINDI3S
réveillée	réveiller	VPARPFS
,	,	PCTFAIB
intolérable	intolérable	ADJSIG
,	,	PCTFAIB
atroce	atroce	ADJSIG
.	.	PCTFORTE
Ses	son	DETPOSS
membres	membre	NCMP
dormaient	dormir	VINDI3P
;	;	PCTFORTE
il	il	PPER3S
ne	ne	ADV
sentait	sentir	VINDI3S
en	en	PREP
lui	lui	PPER3S
que	que	SUB
son	son	DETPOSS
estomac	estomac	NCMS
,	,	PCTFAIB
tordu	tordu	ADJMS
,	,	PCTFAIB
tenaillé	tenailler	VPARPMS
comme	comme	SUB
par	par	PREP
un	un	DETIMS
fer	fer	NCMS
rouge	rouge	NCSIG
.	.	PCTFORTE
L'	le	DETDFS
odeur	odeur	NCFS
fraîche	frais	ADJFS
des	de le	DETDPIG
légumes	légume	NCMP
dans	dans	PREP
lesquels	lequel	PRI
il	il	PPER3S
était	être	VINDI3S
enfoncé	enfoncer	VPARPMS
,	,	PCTFAIB
cette	ce	DETDEM
senteur	senteur	NCFS
pénétrante	pénétrante	ADJFS
des	de le	DETDPIG
carottes	carotte	NCFP
,	,	PCTFAIB
le	le	PPER3S
troublait	troubler	VINDI3S
jusqu'	jusque	PREP
à	à	PREP
l'	le	DETDMS
évanouissement	évanouissement	NCMS
.	.	PCTFORTE
Il	il	PPER3S
appuyait	appuyer	VINDI3S
de	de	PREP
toutes	tout	ADJFP
ses	son	DETPOSS
forces	force	NCFP
sa	son	DETPOSS
poitrine	poitrine	NCFS
contre	contre	PREP
ce	ce	DETDEM
lit	lit	NCMS
profond	profond	ADJMS
de	de	PREP
nourriture	nourriture	NCFS
,	,	PCTFAIB
pour	pour	PREP
se	se	PPER3S
serrer	serrer	VINF
l'	le	DETDMS
estomac	estomac	NCMS
,	,	PCTFAIB
pour	pour	PREP
l'	le	PPER3S
empêcher	empêcher	VINF
de	de	PREP
crier	crier	VINF
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
derrière	derrière	PREP
,	,	PCTFAIB
les	le	DETDPIG
neuf	neuf	ADJNUM
autres	autre	ADJPIG
tombereaux	tombereau	NCMP
,	,	PCTFAIB
avec	avec	ADV
leurs	leur	DETPOSS
montagnes	montagne	NCFP
de	de	PREP
choux	chou	NCMP
,	,	PCTFAIB
leurs	leur	DETPOSS
montagnes	montagne	NCFP
de	de	PREP
pois	pois	NCMIN
,	,	PCTFAIB
leurs	leur	DETPOSS
entassements	entassement	NCMP
d'	de	PREP
artichauts	artichaut	NCMP
,	,	PCTFAIB
de	de	PREP
salades	salade	NCFP
,	,	PCTFAIB
de	de	PREP
céleris	céleri	NCMP
,	,	PCTFAIB
de	de	PREP
poireaux	poireau	NCMP
,	,	PCTFAIB
semblaient	sembler	VINDI3P
rouler	rouler	VINF
lentement	lentement	ADV
sur	sur	PREP
lui	lui	PPER3S
et	et	COO
vouloir	vouloir	VINF
l'	le	PPER3S
ensevelir	ensevelir	VINF
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDFS
agonie	agonie	NCFS
de	de	PREP
sa	son	DETPOSS
faim	faim	NCFS
,	,	PCTFAIB
sous	sous	PREP
un	un	DETIMS
éboulement	éboulement	NCMS
de	de	PREP
mangeaille	mangeaille	NCFS
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
eut	avoir	VINDPS3S
un	un	DETIMS
arrêt	arrêt	NCMS
,	,	PCTFAIB
un	un	DETIMS
bruit	bruit	NCMS
de	de	PREP
grosses	gros	ADJFP
voix	voix	NCFIN
;	;	PCTFORTE
c'	ce	PDS
était	être	VINDI3S
la	le	DETDFS
barrière	barrière	NCFS
,	,	PCTFAIB
les	le	DETDPIG
douaniers	douanier	NCMP
sondaient	sonder	VINDI3P
les	le	DETDPIG
voitures	voiture	NCFP
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
Florent	Florent	NPHSIG
entra	entrer	VINDPS3S
dans	dans	PREP
Paris	Paris	NPHSIG
,	,	PCTFAIB
évanoui	évanoui	ADJMS
,	,	PCTFAIB
les	le	DETDPIG
dents	dent	NCFP
serrées	serré	ADJFP
,	,	PCTFAIB
sur	sur	PREP
les	le	DETDPIG
carottes	carotte	NCFP
.	.	PCTFORTE
Eh	eh	INT
!	!	PCTFAIB
l'	le	DETDMS
homme	homme	NCMS
,	,	PCTFAIB
là-haut	là-haut	ADV
!	!	PCTFAIB
cria	crier	VINDPS3S
brusquement	brusquement	ADV
madame	madame	NCFIN
François	François	NPHSIG
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
comme	comme	SUB
il	il	PPER3S
ne	ne	ADV
bougeait	bouger	VINDI3S
pas	pas	ADV
,	,	PCTFAIB
elle	elle	PPER3S
monta	monter	VINDPS3S
,	,	PCTFAIB
le	le	PPER3S
secoua	secouer	VINDPS3S
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
Florent	Florent	NPHSIG
se	se	PPER3S
mit	mettre	VINDPS3S
sur	sur	PREP
son	son	DETPOSS
séant	séant	NCMS
.	.	PCTFORTE
Il	il	PPER3S
avait	avoir	VINDI3S
dormi	dormir	VPARPMS
,	,	PCTFAIB
il	il	PPER3S
ne	ne	ADV
sentait	sentir	VINDI3S
plus	plus	ADV
sa	son	DETPOSS
faim	faim	NCFS
;	;	PCTFORTE
il	il	PPER3S
était	être	VINDI3S
tout	tout	ADV
hébété	hébété	ADJMS
.	.	PCTFORTE
La	le	DETDFS
maraîchère	maraîcher	NCFS
le	le	PPER3S
fit	faire	VINDPS3S
descendre	descendre	VINF
,	,	PCTFAIB
en	en	PREP
lui	lui	PPER3S
disant	dire	VPARPRES
:	:	PCTFORTE
Vous	vous	PPER2P
allez	aller	VINDP2P
m'	me	PPER1S
aider	aider	VINF
à	à	PREP
décharger	décharger	VINF
,	,	PCTFAIB
hein	hein	INT
?	?	PCTFORTE
Il	il	PPER3S
l'	le	PPER3S
aida	aider	VINDPS3S
.	.	PCTFORTE
Un	un	DETIMS
gros	gros	ADJMIN
homme	homme	NCMS
,	,	PCTFAIB
avec	avec	PREP
une	un	DETIFS
canne	canne	NCFS
et	et	COO
un	un	DETIMS
chapeau	chapeau	NCMS
de	de	PREP
feutre	feutre	NCMS
,	,	PCTFAIB
qui	qui	PRI
portait	porter	VINDI3S
une	un	DETIFS
plaque	plaque	NCFS
au	à le	DETDMS
revers	revers	NCMIN
gauche	gauche	ADJSIG
de	de	PREP
son	son	DETPOSS
paletot	paletot	NCMS
,	,	PCTFAIB
se	se	PPER3S
fâchait	fâcher	VINDI3S
,	,	PCTFAIB
tapait	taper	VINDI3S
du	du	DETDMS
bout	bout	NCMS
de	de	PREP
sa	son	DETPOSS
canne	canne	NCFS
sur	sur	PREP
le	le	DETDMS
trottoir	trottoir	NCMS
.	.	PCTFORTE
Allons	aller	VIMPP1P
donc	donc	COO
,	,	PCTFAIB
allons	aller	VIMPP1P
donc	donc	COO
,	,	PCTFAIB
plus	plus	ADV
vite	vite	ADV
que	que	ADV
ça	ça	PDS
!	!	PCTFORTE
Faites	faire	VIMPP2P
avancer	avancer	VINF
la	le	DETDFS
voiture	voiture	NCFS
...	...	PCTFORTE
Combien	combien	ADV
avez	avoir	VINDP2P
-vous	vous	PPER2P
de	de	PREP
mètres	mètre	NCMP
?	?	PCTFORTE
Quatre	quatre	ADJNUM
,	,	PCTFAIB
n'	ne	ADV
est	être	VINDP3S
-ce	ce	PDS
pas	pas	ADV
?	?	PCTFORTE
Il	il	PPER3S
délivra	délivrer	VINDPS3S
un	un	DETIMS
bulletin	bulletin	NCMS
à	à	PREP
madame	madame	NCFIN
François	François	NPHSIG
,	,	PCTFAIB
qui	qui	PRI
sortit	sortir	VINDPS3S
des	un	DETDPIG
gros	gros	ADJMIN
sous	sou	NCMP
d'	de	PREP
un	un	DETIMS
petit	petit	ADJMS
sac	sac	NCMS
de	de	PREP
toile	toile	NCFS
.	.	PCTFORTE
Et	et	COO
il	il	PPER3S
alla	aller	VINDPS3S
se	se	PPER3S
fâcher	fâcher	VINF
et	et	COO
taper	taper	VINF
de	de	PREP
sa	son	DETPOSS
canne	canne	NCFS
un	un	PIMS
peu	peu	NCMIN
plus	plus	ADV
loin	loin	ADV
.	.	PCTFORTE
La	le	DETDFS
maraîchère	maraîcher	NCFS
avait	avoir	VINDI3S
pris	prendre	VPARPMS
Balthazar	Balthazar	NPMS
par	par	PREP
la	le	DETDFS
bride	bride	NCFS
,	,	PCTFAIB
le	le	DETDMS
poussant	poussant	ADJMS
,	,	PCTFAIB
acculant	acculer	VPARPRES
la	le	DETDFS
voiture	voiture	NCFS
,	,	PCTFAIB
les	le	DETDPIG
roues	roue	NCFP
contre	contre	PREP
le	le	DETDMS
trottoir	trottoir	NCMS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
la	le	DETDFS
planche	planche	NCFS
de	de	PREP
