forme	lemme	catégorie
sortes	sorte	NCFP
de	de	PREP
mâts	mât	NCMP
posés	posé	VPARPMP
parallèlement	parallèlement	ADV
et	et	COO
qui	qui	PRI
vont	aller	VINDP3P
d'	de	PREP
un	un	DETIMS
bout	bout	NCMS
du	de le	DETDMS
champ	champ	NCMS
à	à	PREP
l'	le	DETDMS
autre	autre	PISIG
,	,	PCTFAIB
sont	être	VINDP3P
une	un	DETIFS
continuelle	continuel	ADJFS
joie	joie	NCFS
pour	pour	PREP
les	le	DETDPIG
gamins	gamin	NCMP
.	.	PCTFORTE
Des	un	DETDPIG
pièces	pièce	NCFP
de	de	PREP
bois	bois	NCMIN
ayant	avoir	VPARPRES
glissé	glisser	VPARPMS
,	,	PCTFAIB
le	le	DETDMS
terrain	terrain	NCMS
se	se	PPER3S
trouve	trouver	VINDP3S
,	,	PCTFAIB
à	à	PREP
certains	certain	ADJIND
endroits	endroit	NCMP
,	,	PCTFAIB
complètement	complètement	ADV
recouvert	recouvrir	VPARPMS
par	par	PREP
une	un	DETIFS
espèce	espèce	NCFS
de	de	PREP
parquet	parquet	NCMS
,	,	PCTFAIB
aux	à le	DETDPIG
feuilles	feuille	NCFP
arrondies	arrondi	ADJFP
,	,	PCTFAIB
sur	sur	PREP
lequel	lequel	PRMS
on	on	PPER3S
n'	ne	ADV
arrive	arriver	VINDP3S
à	à	PREP
marcher	marcher	VINF
qu'	que	SUB
avec	avec	PREP
des	de le	DETDPIG
miracles	miracle	NCMP
d'	de	PREP
équilibre	équilibre	NCMS
.	.	PCTFORTE
Tout	tout	ADJMS
le	le	DETDMS
jour	jour	NCMS
,	,	PCTFAIB
des	un	DETDPIG
bandes	bande	NCFP
d'	de	PREP
enfants	enfant	NCMP
se	se	PPER3S
livrent	livrer	VINDP3P
à	à	PREP
cet	ce	DETDEM
exercice	exercice	NCMS
.	.	PCTFORTE
On	on	PPER3S
les	le	PPER3P
voit	voir	VINDP3S
sautant	sauter	VPARPRES
les	le	DETDPIG
gros	gros	ADJMIN
madriers	madrier	NCMP
,	,	PCTFAIB
suivant	suivant	ADJMS
à	à	PREP
la	le	DETDFS
file	file	NCFS
les	le	DETDPIG
arêtes	arête	NCFP
étroites	étroit	ADJFP
,	,	PCTFAIB
se	se	PPER3S
traînant	traîner	VPARPRES
à califourchon	à califourchon	ADV
,	,	PCTFAIB
jeux	jeu	NCMP
variés	varié	ADJMP
qui	qui	PRI
se	se	PPER3S
terminent	terminer	VINDP3P
généralement	généralement	ADV
par	par	PREP
des	de le	DETDPIG
bousculades	bousculade	NCFP
et	et	COO
des	de le	DETDPIG
larmes	larme	NCFP
;	;	PCTFORTE
ou	ou	COO
bien	bien	ADV
ils	il	PPER3P
s'	se	PPER3S
assoient	asseoir	VINDP3P
une	un	DETIFS
douzaine	douzaine	NCFS
,	,	PCTFAIB
serrés	serrer	VPARPMP
les	le	DETDPIG
uns	un	PIMP
contre	contre	PREP
les	le	DETDPIG
autres	autre	PIPIG
,	,	PCTFAIB
sur	sur	PREP
le	le	DETDMS
bout	bout	NCMS
mince	mince	ADJSIG
d'	de	PREP
une	un	DETIFS
poutre	poutre	NCFS
élevée	élevé	ADJFS
de	de	PREP
quelques	quelque	ADJIND
pieds	pied	NCMP
au-dessus	au-dessus	ADV
du	de le	DETDMS
sol	sol	NCMS
,	,	PCTFAIB
et	et	COO
ils	il	PPER3P
se	se	PPER3S
balancent	balancer	VINDP3P
pendant	pendant	PREP
des	de le	DETDPIG
heures	heure	NCFP
.	.	PCTFORTE
L'	le	DETDFS
aire	aire	NCFS
Saint	Saint	NPMS
-Mittre	Mittre	NPI
est	être	VINDP3S
ainsi	ainsi	ADV
devenue	devenir	VPARPFS
le	le	DETDMS
lieu	lieu	NCMS
de	de	PREP
récréation	récréation	NCFS
où	où	PRI
tous	tout	ADJMP
les	le	DETDPIG
fonds	fonds	NCMIN
de	de	PREP
culotte	culotte	NCFS
des	de le	DETDPIG
galopins	galopin	NCMP
du	de le	DETDMS
faubourg	faubourg	NCMS
viennent	venir	VINDP3P
s'	se	PPER3S
user	user	VINF
depuis	depuis	ADV
plus	plus	ADV
d'	d	PREP
un	un	DETIMS
quart	quart	NCMS
de	de	PREP
siècle	siècle	NCMS
.	.	PCTFORTE
Ce	ce	PDS
qui	qui	PRI
a	avoir	VINDP3S
achevé	achever	VPARPMS
de	de	PREP
donner	donner	VINF
à	à	PREP
ce	ce	DETDEM
coin	coin	NCMS
perdu	perdre	VPARPMS
un	un	DETIMS
caractère	caractère	NCMS
étrange	étrange	ADJSIG
,	,	PCTFAIB
c'	ce	PDS
est	être	VINDP3S
l'	le	DETDFS
élection	élection	NCFS
de	de	PREP
domicile	domicile	NCMS
que	que	PRI
,	,	PCTFAIB
par	par	PREP
un	un	DETIMS
usage	usage	NCMS
traditionnel	traditionnel	ADJMS
,	,	PCTFAIB
y	y	ADV
font	faire	VINDP3P
les	le	DETDPIG
bohémiens	bohémien	NCMP
de	de	PREP
passage	passage	NCMS
.	.	PCTFORTE
Dès	dès	PREP
qu'	que	SUB
une	un	PIFS
de	de	PREP
ces	ce	DETDEM
maisons	maison	NCFP
roulantes	roulant	ADJFP
,	,	PCTFAIB
qui	qui	PRI
contiennent	contenir	VINDP3P
une	un	DETIFS
tribu	tribu	NCFS
entière	entier	ADJFS
,	,	PCTFAIB
arrive	arriver	VINDP3S
à	à	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
elle	elle	PPER3S
va	aller	VINDP3S
se	se	PPER3S
remiser	remiser	VINF
au	à le	DETDMS
fond	fond	NCMS
de	de	PREP
l'	le	DETDFS
aire	aire	NCFS
Saint	Saint	NPMS
-Mittre	Mittre	NPI
.	.	PCTFORTE
I6	I6	NPI
Aussi	Aussi	ADV
la	le	DETDFS
place	place	NCFS
n'	ne	ADV
est	être	VINDP3S
-elle	elle	PPER3S
jamais	jamais	ADV
vide	vide	ADJSIG
;	;	PCTFORTE
il	il	PPER3S
y	y	ADV
a	avoir	VINDP3S
toujours	toujours	ADV
là	là	ADV
quelque	quelque	ADJIND
bande	bande	NCFS
aux	à le	DETDPIG
allures	allure	NCFP
singulières	singulier	ADJFP
,	,	PCTFAIB
quelque	quelque	ADJIND
troupe	troupe	NCFS
d'	de	PREP
hommes	homme	NCMP
fauves	fauve	ADJPIG
et	et	COO
de	de	PREP
femmes	femme	NCFP
horriblement	horriblement	ADV
séchées	séché	ADJFP
parmi	parmi	PREP
lesquels	lequel	PRI
on	on	PPER3S
voit	voir	VINDP3S
se	se	PPER3S
rouler	rouler	VINF
à	à	PREP
terre	terre	NCFS
des	un	DETDPIG
groupes	groupe	NCMP
de	de	PREP
beaux	beaux	ADJMP
enfants	enfant	NCMP
.	.	PCTFORTE
Ce	ce	DETDEM
monde	monde	NCMS
vit	voir	VINDPS3S
sans	sans	PREP
honte	honte	NCHFS
,	,	PCTFAIB
en	en	PREP
plein	plein	ADJMS
air	air	NCMS
,	,	PCTFAIB
devant	devant	PREP
tous	tout	PIMP
,	,	PCTFAIB
faisant	faire	VPARPRES
bouillir	bouillir	VINF
leur	leur	DETPOSS
marmite	marmite	NCFS
,	,	PCTFAIB
mangeant	manger	VPARPRES
des	un	DETDPIG
choses	chose	NCFP
sans	sans	PREP
nom	nom	NCMS
,	,	PCTFAIB
étalant	étaler	VPARPRES
leurs	leur	DETPOSS
nippes	nippe	NCFP
trouées	troué	ADJFP
,	,	PCTFAIB
donnant	donner	VPARPRES
,	,	PCTFAIB
se	se	PPER3S
battant	battre	VPARPRES
,	,	PCTFAIB
s'	se	PPER3S
embrassant	embrasser	VPARPRES
,	,	PCTFAIB
puant	puer	VPARPRES
la	le	DETDFS
saleté	saleté	NCFS
et	et	COO
la	le	DETDFS
misère	misère	NCFS
.	.	PCTFORTE
Le	le	DETDMS
champ	champ	NCMS
mort	mort	ADJMS
et	et	COO
désert	désert	ADJMS
,	,	PCTFAIB
où	où	PRI
les	le	DETDPIG
frelons	frelon	NCMP
autrefois	autrefois	ADV
bourdonnaient	bourdonner	VINDI3P
seuls	seul	ADJMP
autour	autour	ADV
des	de le	DETDPIG
fleurs	fleur	NCFP
grasses	gras	ADJFP
,	,	PCTFAIB
dans	dans	PREP
le	le	DETDMS
silence	silence	NCMS
écrasant	écraser	VPARPRES
du	de le	DETDMS
soleil	soleil	NCMS
,	,	PCTFAIB
est	être	VINDP3S
ainsi	ainsi	ADV
devenu	devenir	VPARPMS
un	un	DETIMS
lieu	lieu	NCMS
retentissant	retentir	VPARPRES
qu'	que	SUB
emplissent	emplir	VINDP3P
de	de	PREP
bruit	bruit	NCMS
les	le	DETDPIG
querelles	querelle	NCFP
des	de le	DETDPIG
bohémiens	bohémien	NCMP
et	et	COO
les	le	DETDPIG
cris	cri	NCMP
aigus	aigu	ADJMP
des	de le	DETDPIG
jeunes	jeune	ADJPIG
vauriens	vaurien	NCMP
du	de le	DETDMS
faubourg	faubourg	NCMS
.	.	PCTFORTE
Une	un	DETIFS
scierie	scierie	NCFS
,	,	PCTFAIB
qui	qui	PRI
débite	débiter	VINDP3S
dans	dans	PREP
un	un	DETIMS
coin	coin	NCMS
les	le	DETDPIG
poutres	poutre	NCFP
du	de le	DETDMS
chantier	chantier	NCMS
,	,	PCTFAIB
grince	grincer	VINDP3S
,	,	PCTFAIB
servant	servir	VPARPRES
de	de	PREP
basse	bas	NCFS
sourde	sourd	ADJFS
et	et	COO
continue	continu	ADJFS
aux	à le	DETDPIG
voix	voix	NCFIN
aigres	aigre	ADJPIG
.	.	PCTFORTE
Cette	ce	DETDEM
scierie	scierie	NCFS
est	être	VINDP3S
toute	tout	ADJFS
primitive	primitif	ADJFS
:	:	PCTFORTE
la	le	DETDFS
pièce	pièce	NCFS
de	de	PREP
bois	bois	NCMIN
est	être	VINDP3S
posée	poser	VPARPFS
sur	sur	PREP
deux	deux	ADJNUM
tréteaux	tréteau	NCMP
élevés	élevé	ADJMP
,	,	PCTFAIB
et	et	COO
deux	deux	ADJNUM
scieurs	scieur	NCMP
de	de	PREP
long	long	NCMS
,	,	PCTFAIB
l' un	l'un	PIMS
en	en	PREP
haut	haut	NCHMS
monté	monter	VPARPMS
sur	sur	PREP
la	le	DETDFS
poutre	poutre	NCFS
même	même	ADJSIG
,	,	PCTFAIB
l'	le	DETDMS
autre	autre	PISIG
en	en	PREP
bas	bas	NCMIN
aveuglé	aveugler	VPARPMS
par	par	PREP
la	le	DETDFS
sciure	sciure	NCFS
qui	qui	PRI
tombe	tomber	VINDP3S
,	,	PCTFAIB
impriment	imprimer	VINDP3P
à	à	PREP
une	un	DETIFS
large	large	ADJSIG
et	et	COO
forte	fort	ADJFS
lame	lam	NCFS
de	de	PREP
scie	sci	NCFS
un	un	DETIMS
continuel	continuel	ADJMS
mouvement	mouvement	NCMS
de	de	PREP
va-et-vient	va-et-vient	NCMIN
.	.	PCTFORTE
Pendant	pendant	PREP
des	de le	DETDPIG
heures	heure	NCFP
,	,	PCTFAIB
ces	ce	DETDEM
hommes	homme	NCMP
se	se	PPER3S
plient	plier	VINDP3P
,	,	PCTFAIB
pareils	pareil	ADJMP
à	à	PREP
des	de le	DETDPIG
pantins	pantin	NCMP
articulés	articulé	ADJMP
,	,	PCTFAIB
avec	avec	PREP
une	un	DETIFS
régularité	régularité	NCFS
et	et	COO
une	un	DETIFS
sécheresse	sécheur	NCFS
de	de	PREP
machine	machine	NCFS
.	.	PCTFORTE
Le	le	DETDMS
bois	bois	NCMIN
qu'	que	PRI
ils	il	PPER3P
débitent	débiter	VINDP3P
est	être	VINDP3S
rangé	ranger	VPARPMS
,	,	PCTFAIB
le	le	DETDMS
long	long	NCMS
de	de	PREP
la	le	DETDFS
muraille	muraille	NCFS
du	de le	DETDMS
fond	fond	NCMS
,	,	PCTFAIB
par	par	PREP
tas	tas	NCMIN
hauts	haut	ADJMP
de	de	PREP
deux	deux	ADJNUM
ou	ou	COO
trois	trois	ADJNUM
mètres	mètre	NCMP
et	et	COO
méthodiquement	méthodiquement	ADV
construits	construit	ADJMP
,	,	PCTFAIB
planche	planche	NCFS
à	à	PREP
planche	planche	NCFS
,	,	PCTFAIB
en	en	PREP
forme	forme	NCFS
de	de	PREP
cube	cube	NCMS
parfait	parfait	ADJMS
.	.	PCTFORTE
Ces	ce	DETDEM
sortes	sorte	NCFP
de	de	PREP
meules	meule	NCFP
carrées	carrée	ADJFP
,	,	PCTFAIB
qui	qui	PRI
restent	rester	VINDP3P
souvent	souvent	ADV
là	là	ADV
plusieurs	plusieurs	ADJIND
saisons	saison	NCFP
,	,	PCTFAIB
rongées	ronger	VPARPFP
d'	de	PREP
herbes	herbe	NCFP
au	à le	DETDMS
ras	ras	NCMIN
du	de le	DETDMS
sol	sol	NCMS
,	,	PCTFAIB
sont	être	VINDP3P
un	un	PIMS
des	de le	DETDPIG
charmes	charme	NCMP
de	de	PREP
l'	le	DETDFS
aire	aire	NCFS
Saint	Saint	NPMS
-Mittre	Mittre	NPI
.	.	PCTFORTE
Elles	il	PPER3P
ménagent	ménager	VINDP3P
des	un	DETDPIG
sentiers	sentier	NCMP
mystérieux	mystérieux	ADJMIN
,	,	PCTFAIB
étroits	étroit	ADJMP
et	et	COO
discrets	discret	ADJMP
,	,	PCTFAIB
qui	qui	PRI
conduisent	conduire	VINDP3P
à	à	PREP
une	un	DETIFS
allée	allée	NCFS
plus	plus	ADV
large	large	ADJSIG
,	,	PCTFAIB
laissée	laisser	VPARPFS
entre	entre	PREP
les	le	DETDPIG
tas	tas	NCMIN
et	et	COO
la	le	DETDFS
muraille	muraille	NCFS
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
un	un	DETIMS
désert	désert	NCMS
,	,	PCTFAIB
une	un	DETIFS
bande	bande	NCFS
de	de	PREP
verdure	verdure	NCFS
d'	de	PREP
où	où	PRI
l'	l	NCMS
on	on	PPER3S
ne	ne	ADV
voit	voir	VINDP3S
que	que	ADV
des	un	DETDPIG
morceaux	morceau	NCMP
de	de	PREP
ciel	ciel	NCMS
.	.	PCTFORTE
Dans	dans	PREP
cette	ce	DETDEM
allée	allée	NCFS
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
murs	mur	NCMP
sont	être	VINDP3P
tendus	tendre	VPARPMP
de	de	PREP
mousse	mousse	NCSIG
et	et	COO
dont	dont	PRI
le	le	DETDMS
sol	sol	NCMS
semble	sembler	VINDP3S
couvert	couvrir	VPARPMS
d'	de	PREP
un	un	DETIMS
tapis	tapis	NCMIN
de	de	PREP
haute	haut	ADJHFS
laine	lain	NCFS
,	,	PCTFAIB
règnent	régner	VINDP3P
encore	encore	ADV
la	le	DETDFS
végétation	végétation	NCFS
puissante	puissant	ADJFS
et	et	COO
le	le	DETDMS
silence	silence	NCMS
frissonnant	frissonner	VPARPRES
de	de	PREP
l'	le	DETDMS
ancien	ancien	ADJMS
cimetière	cimetière	NCMS
.	.	PCTFORTE
On	on	PPER3S
y	y	ADV
sent	sentir	VINDP3S
courir	courir	VINF
ces	ce	DETDEM
souffles	souffle	NCMP
chauds	chaud	ADJMP
et	et	COO
vagues	vague	ADJPIG
des	un	DETDPIG
voluptés	volupté	NCFP
de	de	PREP
la	le	DETDFS
mort	mort	NCFS
qui	qui	PRI
sortent	sortir	VINDP3P
des	un	DETDPIG
vieilles	vieux	ADJFP
tombes	tombe	NCFP
chauffées	chauffer	VPARPFP
par	par	PREP
les	le	DETDPIG
grands	grand	ADJMP
soleils	soleil	NCMP
.	.	PCTFORTE
Il	il	PPER3S
n'	ne	ADV
y	y	PPER3S
a	avoir	VINDP3S
pas	pas	ADV
,	,	PCTFAIB
dans	dans	PREP
la	le	DETDFS
campagne	campagne	NCFS
de	de	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
un	un	DETIMS
endroit	endroit	NCMS
plus	plus	ADV
ému	ému	ADJMS
,	,	PCTFAIB
plus	plus	ADV
vibrant	vibrant	ADJMS
de	de	PREP
tiédeur	tiédeur	NCFS
,	,	PCTFAIB
de	de	PREP
solitude	solitude	NCFS
et	et	COO
d'	de	PREP
amour	amour	NCMS
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
là	là	ADV
où	où	PRI
il	il	PPER3S
est	être	VINDP3S
exquis	exquis	ADJMIN
d'	de	PREP
aimer	aimer	VINF
.	.	PCTFORTE
Lorsqu'	lorsque	SUB
on	on	PPER3S
vida	vider	VINDPS3S
le	le	DETDMS
cimetière	cimetière	NCMS
,	,	PCTFAIB
on	on	PPER3S
dut	devoir	VINDPS3S
entasser	entasser	VINF
les	le	DETDPIG
ossements	ossement	NCMP
dans	dans	PREP
ce	ce	DETDEM
coin	coin	NCMS
,	,	PCTFAIB
car	car	COO
il	il	PPER3S
n'	ne	ADV
est	être	VINDP3S
pas	pas	ADV
rare	rare	ADJSIG
,	,	PCTFAIB
encore	encore	ADV
aujourd	aujourd'	NCI
hui	hui	ADV
,	,	PCTFAIB
en	en	PREP
fouillant	fouiller	VPARPRES
du	du	DETDMS
pied	pied	NCMS
l'	le	DETDFS
herbe	herb	NCFS
humide	humide	ADJSIG
,	,	PCTFAIB
d'	de	PREP
y	y	PPER3S
déterrer	déterrer	VINF
des	de le	DETDPIG
I7	I7	NPI
fragments	fragment	NCMP
de	de	PREP
crâne	crâne	NCMS
.	.	PCTFORTE
Personne	personne	PISIG
,	,	PCTFAIB
d'	de	PREP
ailleurs	ailleurs	ADV
,	,	PCTFAIB
ne	ne	ADV
songe	songer	VIMPP2S
plus	plus	ADV
aux	à le	DETDPIG
morts	mort	NCFP
qui	qui	PRI
ont	avoir	VINDP3P
dormi	dormir	VPARPMS
sous	sous	PREP
cette	ce	DETDEM
herbe	herb	NCFS
.	.	PCTFORTE
Dans	dans	PREP
le	le	DETDMS
jour	jour	NCMS
,	,	PCTFAIB
les	le	DETDPIG
enfants	enfant	NCMP
seuls	seul	ADJMP
vont	aller	VINDP3P
derrière	derrière	PREP
les	le	DETDPIG
tas	tas	NCMIN
de	de	PREP
bois	bois	NCMIN
lorsqu'	lorsque	SUB
ils	il	PPER3P
jouent	jouer	VINDP3P
à	à	PREP
cache-cache	cache-cache	NCMIN
.	.	PCTFORTE
L'	le	DETDFS
allée	allée	NCFS
verte	vert	ADJFS
reste	rester	VINDP3S
vierge	vierge	ADJSIG
et	et	COO
ignorée	ignoré	ADJFS
.	.	PCTFORTE
On	on	PPER3S
ne	ne	ADV
voit	voir	VINDP3S
que	que	ADV
le	le	DETDMS
chantier	chantier	NCMS
encombré	encombrer	VPARPMS
de	de	PREP
poutres	poutre	NCFP
et	et	COO
gris	gris	NCMIN
de	de	PREP
poussière	poussière	NCFS
.	.	PCTFORTE
Le	le	DETDMS
matin	matin	NCMS
et	et	COO
l'	le	DETDMS
après-midi	après-midi	NCI
,	,	PCTFAIB
quand	quand	SUB
le	le	DETDMS
soleil	soleil	NCMS
est	être	VINDP3S
tiède	tiède	ADJSIG
,	,	PCTFAIB
le	le	DETDMS
terrain	terrain	NCMS
entier	entier	ADJMS
grouille	grouiller	VINDP3S
et	et	COO
,	,	PCTFAIB
au-dessus	au-dessus	ADV
de	de	PREP
toute	tout	ADJFS
cette	ce	DETDEM
turbulence	turbulence	NCFS
,	,	PCTFAIB
au-dessus	au-dessus	ADV
des	de le	DETDPIG
galopins	galopin	NCMP
jouant	jouer	VPARPRES
parmi	parmi	PREP
les	le	DETDPIG
pièces	pièce	NCFP
de	de	PREP
bois	bois	NCMIN
et	et	COO
des	un	DETDPIG
bohémiens	bohémien	NCMP
attisant	attiser	VPARPRES
le	le	DETDMS
feu	feu	NCMS
sous	sous	PREP
leur	leur	DETPOSS
marmite	marmite	NCFS
,	,	PCTFAIB
la	le	DETDFS
silhouette	silhouette	NCFS
sèche	sec	ADJFS
du	de le	DETDMS
scieur	scieur	NCMS
de	de	PREP
long	long	NCMS
monté	monter	VPARPMS
sur	sur	PREP
sa	son	DETPOSS
poutre	poutre	NCFS
se	se	PPER3S
détache	détacher	VINDP3S
en	en	PREP
plein	plein	ADJMS
ciel	ciel	NCMS
,	,	PCTFAIB
allant	aller	VPARPRES
et	et	COO
venant	vener	VPARPRES
avec	avec	PREP
un	un	DETIMS
mouvement	mouvement	NCMS
régulier	régulier	ADJMS
de	de	PREP
balancier	balancier	NCMS
,	,	PCTFAIB
comme	comme	SUB
pour	pour	PREP
régler	régler	VINF
la	le	DETDFS
vie	vie	NCFS
ardente	ardent	ADJFS
et	et	COO
nouvelle	nouveau	ADJFS
qui	qui	PRI
a	avoir	VINDP3S
poussé	pousser	VPARPMS
dans	dans	PREP
cet	ce	DETDEM
ancien	ancien	ADJMS
champ	champ	NCMS
d'	d	PREP
éternel	éternel	ADJMS
repos	repos	NCMIN
.	.	PCTFORTE
Il	il	PPER3S
n'	ne	ADV
y	y	PPER3S
a	avoir	VINDP3S
que	que	ADV
les	le	DETDPIG
vieux	vieux	NCMIN
,	,	PCTFAIB
assis	asseoir	VPARPMS
sur	sur	PREP
les	le	DETDPIG
poutres	poutre	NCFP
et	et	COO
se	se	PPER3S
chauffant	chauffer	VPARPRES
au	à le	DETDMS
soleil	soleil	NCMS
couchant	couchant	ADJMS
,	,	PCTFAIB
qui	qui	PRI
parfois	parfois	ADV
parlent	parler	VINDP3P
encore	encore	ADV
entre	entre	PREP
eux	lui	PPER3P
des	de le	DETDPIG
os	os	NCMIN
qu'	que	PRI
ils	il	PPER3P
ont	avoir	VINDP3P
vu	voir	VPARPMS
jadis	jadis	ADV
charrier	charrier	VINF
dans	dans	PREP
les	le	DETDPIG
rues	rue	NCFP
de	de	PREP
Plassans	Plassans	NPI
,	,	PCTFAIB
par	par	PREP
le	le	DETDMS
tombereau	tombereau	NCMS
légendaire	légendaire	ADJSIG
.	.	PCTFORTE
Lorsque	lorsque	SUB
la	le	DETDFS
nuit	nuit	NCFS
tombe	tomber	VINDP3S
,	,	PCTFAIB
l'	le	DETDFS
aire	aire	NCFS
Saint	Saint	NPMS
-Mittre	Mittre	NPI
se	se	PPER3S
vide	vider	VINDP3S
,	,	PCTFAIB
se	se	PPER3S
creuse	creuser	VINDP3S
,	,	PCTFAIB
pareille	pareil	ADJFS
à	à	PREP
un	un	DETIMS
grand	grand	ADJMS
trou	trou	NCMS
noir	noir	ADJMS
.	.	PCTFORTE
Au	à le	DETDMS
fond	fond	NCMS
,	,	PCTFAIB
on	on	PPER3S
n'	ne	ADV
aperçoit	apercevoir	VINDP3S
plus	plus	ADV
que	que	ADV
la	le	DETDFS
lueur	lueur	NCFS
mourante	mourant	ADJFS
du	de le	DETDMS
feu	feu	NCMS
des	de le	DETDPIG
bohémiens	bohémien	NCMP
.	.	PCTFORTE
Par	par	PREP
moments	moment	NCMP
,	,	PCTFAIB
des	un	DETDPIG
ombres	ombre	NCFP
disparaissent	disparaître	VINDP3P
silencieusement	silencieusement	ADV
dans	dans	PREP
la	le	DETDFS
masse	mass	NCFS
épaisse	épais	ADJFS
des	un	DETDPIG
ténèbres	ténèbre	NCFP
.	.	PCTFORTE
L'	le	DETDMS
hiver	hiver	NCMS
surtout	surtout	ADV
,	,	PCTFAIB
le	le	DETDMS
lieu	lieu	NCMS
devient	devenir	VINDP3S
sinistre	sinistre	ADJSIG
.	.	PCTFORTE
Un	un	DETIMS
dimanche	dimanche	NCMS
soir	soir	NCMS
,	,	PCTFAIB
vers	vers	PREP
sept	sept	ADJNUM
heures	heure	NCFP
,	,	PCTFAIB
un	un	DETIMS
jeune	jeune	ADJSIG
homme	homme	NCMS
sortit	sortir	VINDPS3S
doucement	doucement	ADV
de	de	PREP
l'	le	DETDFS
impasse	impasse	NCFS
-Saint-Mittre	Saint-Mittre	NPI
et	et	COO
,	,	PCTFAIB
rasant	raser	VPARPRES
les	le	DETDPIG
murs	mur	NCMP
,	,	PCTFAIB
s'	se	PPER3S
engagea	engager	VINDPS3S
parmi	parmi	PREP
les	le	DETDPIG
poutres	poutre	NCFP
du	de le	DETDMS
chantier	chantier	NCMS
.	.	PCTFORTE
On	on	PPER3S
était	être	VINDI3S
dans	dans	PREP
les	le	DETDPIG
premiers	premier	ADJMP
jours	jour	NCMP
de	de	PREP
décembre	décembre	NCMIN
1851	1851	NCMIN
.	.	PCTFORTE
Il	il	PPER3S
faisait	faire	VINDI3S
un	un	DETIMS
froid	froid	NCMS
sec	sec	ADJMS
.	.	PCTFORTE
La	le	DETDFS
lune	lune	NCFS
,	,	PCTFAIB
pleine	plein	ADJFS
en	en	PREP
ce	ce	DETDEM
moment	moment	NCMS
,	,	PCTFAIB
avait	avoir	VINDI3S
ces	ce	DETDEM
clartés	clarté	NCFP
aiguës	aigu	ADJFP
particulières	particulier	ADJFP
aux	à le	DETDPIG
lunes	lune	NCFP
d'	de	PREP
hiver	hiver	NCMS
.	.	PCTFORTE
Le	le	DETDMS
chantier	chantier	NCMS
,	,	PCTFAIB
cette	ce	DETDEM
nuit	nuit	NCFS
-là	là	ADV
,	,	PCTFAIB
ne	ne	ADV
se	se	PPER3S
creusait	creuser	VINDI3S
pas	pas	ADV
sinistrement	sinistrement	ADV
comme	comme	SUB
par	par	PREP
les	le	DETDPIG
nuits	nuit	NCFP
pluvieuses	pluvieux	ADJFP
,	,	PCTFAIB
éclairé	éclairer	VPARPMS
de	de	PREP
larges	large	ADJPIG
nappes	nappe	NCFP
de	de	PREP
lumière	lumière	NCFS
blanche	blanc	ADJFS
;	;	PCTFORTE
il	il	PPER3S
s'	se	PPER3S
étendait	étendre	VINDI3S
dans	dans	PREP
le	le	DETDMS
silence	silence	NCMS
et	et	COO
l'	le	DETDFS
immobilité	immobilité	NCFS
du	de le	DETDMS
froid	froid	NCMS
avec	avec	PREP
une	un	DETIFS
mélancolie	mélancolie	NCFS
douce	doux	ADJFS
.	.	PCTFORTE
Le	le	DETDMS
jeune	jeune	ADJSIG
homme	homme	NCMS
s'	se	PPER3S
arrêta	arrêter	VINDPS3S
quelques	quelque	ADJIND
secondes	seconde	NCFP
sur	sur	PREP
le	le	DETDMS
bord	bord	NCMS
du	de le	DETDMS
champ	champ	NCMS
,	,	PCTFAIB
regardant	regarder	VPARPRES
devant	devant	PREP
lui	lui	PPER3S
d'	de	PREP
un	un	DETIMS
air	air	NCMS
de	de	PREP
défiance	défiance	NCFS
.	.	PCTFORTE
Il	il	PPER3S
tenait	tenir	VINDI3S
,	,	PCTFAIB
cachée	cacher	VPARPFS
sous	sous	PREP
sa	son	DETPOSS
veste	veste	NCFS
,	,	PCTFAIB
la	le	DETDFS
crosse	crosse	NCFS
d'	de	PREP
un	un	DETIMS
long	long	ADJMS
fusil	fusil	NCMS
dont	dont	PRI
le	le	DETDMS
canon	canon	NCMS
,	,	PCTFAIB
baissé	baisser	VPARPMS
vers	vers	PREP
la	le	DETDFS
terre	terre	NCFS
,	,	PCTFAIB
luisait	luire	VINDI3S
au	à le	DETDMS
clair	clair	NCMS
de	de	PREP
lune	lune	NCFS
.	.	PCTFORTE
Serrant	serrer	VPARPRES
l'	le	DETDFS
arme	arme	NCFS
contre	contre	PREP
sa	son	DETPOSS
poitrine	poitrine	NCFS
,	,	PCTFAIB
il	il	PPER3S
scruta	scruter	VINDPS3S
attentivement	attentivement	ADV
du	de le	DETDMS
regard	regard	NCMS
les	le	DETDPIG
carrés	carré	NCMP
de	de	PREP
ténèbres	ténèbre	NCFP
que	que	PRI
les	le	DETDPIG
tas	tas	NCMIN
de	de	PREP
planches	planche	NCFP
jetaient	jeter	VINDI3P
au	à le	DETDMS
fond	fond	NCMS
du	de le	DETDMS
terrain	terrain	NCMS
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
avait	avoir	VINDI3S
là	là	ADV
comme	comme	SUB
un	un	DETIMS
damier	damier	NCMS
blanc	blanc	ADJMS
et	et	COO
